!Series_title	"Expression data from paclitaxel and salinomycin-treated HMLER breast cancer cells"
!Series_geo_accession	"GSE17215"
!Series_status	"Public on Aug 20 2009"
!Series_submission_date	"Jul 20 2009"
!Series_last_update_date	"Jan 17 2017"
!Series_pubmed_id	"19682730"
!Series_summary	"Screens for agents that specifically kill epithelial cancer stem cells (CSCs) have not been possible due to the rarity of these cells within tumor cell populations and their relative instability in culture. We describe here an approach to screening for agents with epithelial CSC-specific toxicity. We implemented this method in a chemical screen and discovered compounds showing selective toxicity for breast CSCs. One compound, salinomycin, reduces the proportion of CSCs by >100-fold relative to paclitaxel, a commonly used breast cancer chemotherapeutic drug. Treatment of mice with salinomycin inhibits mammary tumor growth in vivo and induces increased epithelial differentiation of tumor cells. In addition, global gene expression analyses show that salinomycin treatment results in the loss of expression of breast CSC genes previously identified by analyses of breast tissues isolated directly from patients. This study demonstrates the ability to identify agents with specific toxicity for epithelial CSCs"
!Series_overall_design	"Experimentally transformed HMLER breast cancer cells were treated in culture with either paclitaxel (10nM) or salinomycin (1uM) for one week. There were three biologic replicates for each treatment condition."
!Series_type	"Expression profiling by array"
!Series_contributor	"Piyush,B,Gupta"
!Series_contributor	"Tamer,T,Onder"
!Series_contributor	"Robert,A,Weinberg"
!Series_contributor	"Eric,S,Lander"
!Series_sample_id	"GSM431121 GSM431122 GSM431123 GSM431124 GSM431125 GSM431126 "
!Series_contact_name	"Piyush,B.,Gupta"
!Series_contact_email	"pgupta@wi.mit.edu"
!Series_contact_phone	"617-324-0086"
!Series_contact_institute	"Whitehead Institute for Biomedical Research/MIT"
!Series_contact_address	"9 Cambridge Center"
!Series_contact_city	"Cambridge"
!Series_contact_state	"MA"
!Series_contact_zip/postal_code	"02142"
!Series_contact_country	"USA"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17215/suppl/GSE17215_RAW.tar"
!Series_platform_id	"GPL3921"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA119175"

!Sample_title	"HMLER, paclitaxel, rep1"	"HMLER, paclitaxel, rep2"	"HMLER, paclitaxel, rep3"	"HMLER, salinomycin, rep1"	"HMLER, salinomycin, rep2"	"HMLER, salinomycin, rep3"
!Sample_geo_accession	"GSM431121"	"GSM431122"	"GSM431123"	"GSM431124"	"GSM431125"	"GSM431126"
!Sample_status	"Public on Aug 20 2009"	"Public on Aug 20 2009"	"Public on Aug 20 2009"	"Public on Aug 20 2009"	"Public on Aug 20 2009"	"Public on Aug 20 2009"
!Sample_submission_date	"Jul 20 2009"	"Jul 20 2009"	"Jul 20 2009"	"Jul 20 2009"	"Jul 20 2009"	"Jul 20 2009"
!Sample_last_update_date	"Aug 28 2009"	"Aug 28 2009"	"Aug 28 2009"	"Aug 28 2009"	"Aug 28 2009"	"Aug 28 2009"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"HMLER breast cancer cells after 10nM paclitaxel treatment"	"HMLER breast cancer cells after 10nM paclitaxel treatment"	"HMLER breast cancer cells after 10nM paclitaxel treatment"	"HMLER breast cancer cells after 1uM salinomycin treatment"	"HMLER breast cancer cells after 1uM salinomycin treatment"	"HMLER breast cancer cells after 1uM salinomycin treatment"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"strain: HMLER"	"strain: HMLER"	"strain: HMLER"	"strain: HMLER"	"strain: HMLER"	"strain: HMLER"
!Sample_characteristics_ch1	"tissue: breast"	"tissue: breast"	"tissue: breast"	"tissue: breast"	"tissue: breast"	"tissue: breast"
!Sample_characteristics_ch1	"genotype: SV40ER, hTERT, HrasV12"	"genotype: SV40ER, hTERT, HrasV12"	"genotype: SV40ER, hTERT, HrasV12"	"genotype: SV40ER, hTERT, HrasV12"	"genotype: SV40ER, hTERT, HrasV12"	"genotype: SV40ER, hTERT, HrasV12"
!Sample_characteristics_ch1	"agent: paclitaxel"	"agent: paclitaxel"	"agent: paclitaxel"	"agent: salinomycin"	"agent: salinomycin"	"agent: salinomycin"
!Sample_treatment_protocol_ch1	"Cells were treated for one week with paclitaxel (10nM) or salinomycin (1uM); after one week of treatment, the cells were cultured in the absence of compound for 3 weeks. Medium changes with performed every 2 days."	"Cells were treated for one week with paclitaxel (10nM) or salinomycin (1uM); after one week of treatment, the cells were cultured in the absence of compound for 3 weeks. Medium changes with performed every 2 days."	"Cells were treated for one week with paclitaxel (10nM) or salinomycin (1uM); after one week of treatment, the cells were cultured in the absence of compound for 3 weeks. Medium changes with performed every 2 days."	"Cells were treated for one week with paclitaxel (10nM) or salinomycin (1uM); after one week of treatment, the cells were cultured in the absence of compound for 3 weeks. Medium changes with performed every 2 days."	"Cells were treated for one week with paclitaxel (10nM) or salinomycin (1uM); after one week of treatment, the cells were cultured in the absence of compound for 3 weeks. Medium changes with performed every 2 days."	"Cells were treated for one week with paclitaxel (10nM) or salinomycin (1uM); after one week of treatment, the cells were cultured in the absence of compound for 3 weeks. Medium changes with performed every 2 days."
!Sample_growth_protocol_ch1	"Cells were grown in a 1:1 mixture of DMEM+10%FBS, insulin, hydrocortisone and MEGM."	"Cells were grown in a 1:1 mixture of DMEM+10%FBS, insulin, hydrocortisone and MEGM."	"Cells were grown in a 1:1 mixture of DMEM+10%FBS, insulin, hydrocortisone and MEGM."	"Cells were grown in a 1:1 mixture of DMEM+10%FBS, insulin, hydrocortisone and MEGM."	"Cells were grown in a 1:1 mixture of DMEM+10%FBS, insulin, hydrocortisone and MEGM."	"Cells were grown in a 1:1 mixture of DMEM+10%FBS, insulin, hydrocortisone and MEGM."
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Total RNA was extracted from culture plates for each cell type using an RNeasy Mini kit coupled with an RNase-free DNase set (Qiagen)."	"Total RNA was extracted from culture plates for each cell type using an RNeasy Mini kit coupled with an RNase-free DNase set (Qiagen)."	"Total RNA was extracted from culture plates for each cell type using an RNeasy Mini kit coupled with an RNase-free DNase set (Qiagen)."	"Total RNA was extracted from culture plates for each cell type using an RNeasy Mini kit coupled with an RNase-free DNase set (Qiagen)."	"Total RNA was extracted from culture plates for each cell type using an RNeasy Mini kit coupled with an RNase-free DNase set (Qiagen)."	"Total RNA was extracted from culture plates for each cell type using an RNeasy Mini kit coupled with an RNase-free DNase set (Qiagen)."
!Sample_label_ch1	"Biotin"	"Biotin"	"Biotin"	"Biotin"	"Biotin"	"Biotin"
!Sample_label_protocol_ch1	"Standard Affymetrix protocol"	"Standard Affymetrix protocol"	"Standard Affymetrix protocol"	"Standard Affymetrix protocol"	"Standard Affymetrix protocol"	"Standard Affymetrix protocol"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"Standard Affymetrix protocol; hybridization was performed with high-throughput HT_HG-U133A arrays in 96-well format"	"Standard Affymetrix protocol; hybridization was performed with high-throughput HT_HG-U133A arrays in 96-well format"	"Standard Affymetrix protocol; hybridization was performed with high-throughput HT_HG-U133A arrays in 96-well format"	"Standard Affymetrix protocol; hybridization was performed with high-throughput HT_HG-U133A arrays in 96-well format"	"Standard Affymetrix protocol; hybridization was performed with high-throughput HT_HG-U133A arrays in 96-well format"	"Standard Affymetrix protocol; hybridization was performed with high-throughput HT_HG-U133A arrays in 96-well format"
!Sample_scan_protocol	"Scanned using an Affymetrix HT Scanner"	"Scanned using an Affymetrix HT Scanner"	"Scanned using an Affymetrix HT Scanner"	"Scanned using an Affymetrix HT Scanner"	"Scanned using an Affymetrix HT Scanner"	"Scanned using an Affymetrix HT Scanner"
!Sample_description	"Global gene expression signature upon paclitaxel treatment"	"Global gene expression signature upon paclitaxel treatment"	"Global gene expression signature upon paclitaxel treatment"	"Global gene expression signature upon salinomycin treatment"	"Global gene expression signature upon salinomycin treatment"	"Global gene expression signature upon salinomycin treatment"
!Sample_data_processing	"The data were RMA-normalized using the open-source R-project statistical software with bioconductor packages."	"The data were RMA-normalized using the open-source R-project statistical software with bioconductor packages."	"The data were RMA-normalized using the open-source R-project statistical software with bioconductor packages."	"The data were RMA-normalized using the open-source R-project statistical software with bioconductor packages."	"The data were RMA-normalized using the open-source R-project statistical software with bioconductor packages."	"The data were RMA-normalized using the open-source R-project statistical software with bioconductor packages."
!Sample_platform_id	"GPL3921"	"GPL3921"	"GPL3921"	"GPL3921"	"GPL3921"	"GPL3921"
!Sample_contact_name	"Piyush,B.,Gupta"	"Piyush,B.,Gupta"	"Piyush,B.,Gupta"	"Piyush,B.,Gupta"	"Piyush,B.,Gupta"	"Piyush,B.,Gupta"
!Sample_contact_email	"pgupta@wi.mit.edu"	"pgupta@wi.mit.edu"	"pgupta@wi.mit.edu"	"pgupta@wi.mit.edu"	"pgupta@wi.mit.edu"	"pgupta@wi.mit.edu"
!Sample_contact_phone	"617-324-0086"	"617-324-0086"	"617-324-0086"	"617-324-0086"	"617-324-0086"	"617-324-0086"
!Sample_contact_institute	"Whitehead Institute for Biomedical Research/MIT"	"Whitehead Institute for Biomedical Research/MIT"	"Whitehead Institute for Biomedical Research/MIT"	"Whitehead Institute for Biomedical Research/MIT"	"Whitehead Institute for Biomedical Research/MIT"	"Whitehead Institute for Biomedical Research/MIT"
!Sample_contact_address	"9 Cambridge Center"	"9 Cambridge Center"	"9 Cambridge Center"	"9 Cambridge Center"	"9 Cambridge Center"	"9 Cambridge Center"
!Sample_contact_city	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"
!Sample_contact_state	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"
!Sample_contact_zip/postal_code	"02142"	"02142"	"02142"	"02142"	"02142"	"02142"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431121/suppl/GSM431121.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431122/suppl/GSM431122.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431123/suppl/GSM431123.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431124/suppl/GSM431124.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431125/suppl/GSM431125.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM431nnn/GSM431126/suppl/GSM431126.CEL.gz"
!Sample_data_row_count	"22277"	"22277"	"22277"	"22277"	"22277"	"22277"
!series_matrix_table_begin
"ID_REF"	"GSM431121"	"GSM431122"	"GSM431123"	"GSM431124"	"GSM431125"	"GSM431126"
"1007_s_at"	481.5997962	596.7906178	2721.834752	2566.31563	2737.763203	2629.253803
"1053_at"	306.8297178	224.9795648	246.7328782	251.8553737	245.5567722	196.3491652
"117_at"	30.32576198	27.28749014	40.12724172	40.04008523	48.14327041	37.57183613
"121_at"	125.0410725	147.6752471	138.1867505	160.2644859	151.0497765	143.5679925
"1255_g_at"	19.8728578	18.08048617	19.11943505	19.19023755	21.11857307	18.96299585
"1294_at"	61.81515306	57.1227736	49.46442262	45.69329316	49.95233017	46.70880634
"1316_at"	25.55311614	26.17345059	21.08529715	20.82362811	24.75129824	21.7822917
"1320_at"	27.50289304	27.92282457	28.13415705	25.16026992	26.55240548	27.55715396
"1405_i_at"	32.07624812	31.55644965	51.22085944	51.929389	52.17901557	45.88932299
"1431_at"	23.10085029	23.42295067	27.54650102	27.31488114	30.15270875	26.58825205
"1438_at"	27.16837241	22.55716061	256.3414476	219.9968688	214.5464526	258.7486528
"1487_at"	151.4714199	117.9487926	155.3726803	143.3043922	147.6006421	147.0697819
"1494_f_at"	38.08732174	36.67985404	36.59811094	42.68100959	37.42788195	38.8305522
"1598_g_at"	607.4658318	773.0719156	504.7063486	543.1921726	547.9210945	511.6058022
"160020_at"	330.1027717	434.7387953	285.3362316	288.8917042	326.8201727	309.6477578
"1729_at"	434.8660044	418.5290428	822.3327825	783.0828162	833.188744	803.304587
"1773_at"	96.49376378	148.1148905	135.9906252	108.9370771	107.8916871	132.897393
"177_at"	57.13805725	54.9931172	163.700562	167.6738876	173.8838727	158.4049428
"179_at"	199.7181607	254.2032779	220.3326495	238.8595097	245.0026231	200.8143925
"1861_at"	328.8310172	279.5537661	306.0752013	297.6604536	313.0387087	298.80367
"200000_s_at"	1316.616788	1259.461236	1335.096453	1346.961216	1222.919404	1472.027894
"200001_at"	3733.731983	4772.488023	4391.42785	4582.187208	4444.242939	4487.497035
"200002_at"	11592.07496	10758.05254	12132.62026	12289.33215	12189.01971	11618.14412
"200003_s_at"	21736.36134	20668.7951	20105.02937	19082.1275	19318.9018	20125.46105
"200004_at"	6126.627829	5942.848607	7594.327169	7301.46494	7083.727872	7337.405661
"200005_at"	5339.458868	4406.213816	4875.516074	4813.064911	4623.647449	4686.872295
"200006_at"	9334.535883	9960.269509	7387.183384	7738.618631	7047.879075	7708.163419
"200007_at"	6100.299393	6865.072764	6805.201272	6711.780596	6749.361173	6590.98346
"200008_s_at"	3527.742377	3138.548715	3005.428144	2829.895565	2861.890259	2705.69456
"200009_at"	8154.608796	7234.694422	6671.318327	7135.793868	7049.443541	7021.332874
"200010_at"	19595.4913	19232.80578	15069.89195	14452.19147	15804.18338	15182.91761
"200011_s_at"	1436.617123	1318.751481	2215.437644	2076.813767	2215.444488	2000.039016
"200012_x_at"	20011.1606	19179.30273	19109.08786	18947.94674	19322.32809	19352.53308
"200013_at"	16827.88375	15832.01672	15511.03132	15511.03132	15742.95162	15434.95229
"200014_s_at"	2718.771175	3547.172596	2844.951509	2844.951509	2720.762655	2844.951509
"200015_s_at"	5621.600807	5236.101913	2702.716777	2908.838983	2741.8567	2992.847027
"200016_x_at"	15158.33795	13436.72787	12274.60586	12138.17232	12303.09169	11874.2908
"200017_at"	18393.28354	17238.85902	15838.34991	16503.30391	15702.95443	16286.6639
"200018_at"	24248.06486	22856.93698	23353.49436	23191.93253	22539.30463	23008.03885
"200019_s_at"	16284.62694	15263.04019	16246.50587	16824.71713	16057.8088	17273.53764
"200020_at"	1684.691393	1500.035333	2360.961243	2183.281459	2270.095533	2120.336169
"200021_at"	18283.1438	21124.99072	22571.78343	21499.18269	23279.48875	21654.90571
"200022_at"	18438.60687	16860.99469	16019.27385	16727.30092	16309.02792	16727.30092
"200023_s_at"	7875.895623	7563.006618	6485.797883	6032.993747	6166.283455	6064.1075
"200024_at"	16244.5101	15219.7168	15299.27295	15159.13259	14957.81492	15610.06041
"200025_s_at"	17917.82792	17105.91265	14329.06288	14646.91245	14046.63608	14947.79826
"200026_at"	20046.87835	18383.81465	15758.8883	15617.61654	15642.59015	16489.7168
"200027_at"	6182.727872	5274.021098	5769.187476	5953.819905	5566.446156	5549.86319
"200028_s_at"	2790.479298	2395.140006	1973.470621	2035.450121	2096.813162	1820.62568
"200029_at"	23979.59843	23115.86802	24690.57853	24080.47223	24080.47223	24080.47223
"200030_s_at"	12420.52559	12508.49754	10546.77231	10194.59089	10246.9618	10751.84355
"200031_s_at"	25455.87917	24600.3392	23090.89057	22124.58573	22016.19723	23090.89057
"200032_s_at"	21426.36619	20965.33507	21083.70546	22394.16257	21738.86334	21975.27662
"200033_at"	6081.66053	5169.148269	5211.520281	5215.1501	5207.589363	4973.746828
"200034_s_at"	16270.53124	16333.44873	15126.43644	15462.09473	15590.00745	14650.24235
"200035_at"	490.7834207	490.7834207	516.3591458	507.8828702	490.7834207	490.7834207
"200036_s_at"	16181.70442	14592.71358	12150.70024	12578.81435	12442.09556	13030.31696
"200037_s_at"	4618.583395	4201.824515	3373.614693	3551.181374	3405.581925	3411.194506
"200038_s_at"	24039.35005	21842.21941	20966.49775	21250.9021	22194.99984	21522.27876
"200039_s_at"	4860.783346	5181.523748	6291.796799	6577.401755	6077.843173	6296.10621
"200040_at"	2547.340871	2622.396612	1990.854828	1910.761238	1896.299432	1984.298563
"200041_s_at"	3289.529833	3596.161167	3168.75385	3300.530283	2981.517799	3143.675938
"200042_at"	2014.413433	1632.941092	3097.197952	3048.490257	3141.350767	2878.733429
"200043_at"	6297.31126	5589.894484	4574.283427	5011.129963	4910.216723	4827.212939
"200044_at"	1534.726103	1471.19932	1632.983057	1798.631484	1659.594	1701.618418
"200045_at"	1077.667875	781.2210723	1251.125463	1329.7529	1306.704298	1267.277831
"200046_at"	4999.750034	4634.695388	3143.501829	3037.606322	2856.34997	3235.769908
"200047_s_at"	3874.519305	4026.994555	4506.647861	4458.231314	4612.508405	4033.565896
"200048_s_at"	2827.77236	2525.48754	3446.933015	3308.62791	3360.249257	3224.214719
"200049_at"	248.2994165	295.0002022	326.3224472	297.1769084	278.7613678	297.2361159
"200050_at"	1223.318231	1042.838092	730.2742561	731.1612215	737.4114374	712.5794437
"200051_at"	468.9230593	386.675995	387.4521608	385.3389763	418.8726187	433.5862509
"200052_s_at"	1868.391025	1478.995188	1706.563024	1579.934116	1579.934116	1462.352386
"200053_at"	1157.537308	1220.969655	881.2542009	886.9662163	864.7687826	848.4518367
"200054_at"	400.0572044	351.8399907	351.8399907	369.8288721	351.8399907	351.8399907
"200055_at"	2524.193189	2233.33901	2459.132312	2635.300334	2501.694837	2641.229984
"200056_s_at"	1304.438999	1205.186974	1326.950114	1327.654858	1238.243962	1300.972331
"200057_s_at"	6821.939026	6498.21239	5418.481104	5461.25013	5390.369385	5095.81682
"200058_s_at"	1217.162177	1244.064608	1139.831051	1168.018663	1194.388348	1215.550104
"200059_s_at"	11608.31685	12768.91887	10979.65397	10727.31934	10474.60534	10891.05431
"200060_s_at"	1649.067582	1444.398491	1358.583449	1334.484772	1260.936119	1276.530803
"200061_s_at"	25248.64996	26162.41081	23553.20186	23807.86407	24001.06234	23880.30198
"200062_s_at"	21302.75962	20773.29631	24072.25995	23735.31641	23447.41855	23162.57227
"200063_s_at"	14985.97181	14794.11251	13569.11892	13458.42551	14679.00409	13155.77236
"200064_at"	8203.820852	8065.472121	10948.79731	10808.23679	10375.0977	10445.12992
"200065_s_at"	8142.601301	8436.22336	9213.859724	9416.316708	9243.839146	8855.363159
"200066_at"	1543.076074	1376.586332	1313.994613	1377.079461	1462.927904	1376.586332
"200067_x_at"	7428.338983	7591.597214	5901.524511	6234.974962	5837.119849	6539.19456
"200068_s_at"	5029.485827	5901.33901	4431.3377	4386.239845	4438.10755	4264.473717
"200069_at"	143.8313279	159.2041558	88.64599839	95.86299687	88.24098981	100.2126044
"200070_at"	197.2021464	203.2563079	315.3912466	311.0136005	310.8465779	296.3278679
"200071_at"	997.7937684	1177.684355	859.8629125	871.9501145	846.730077	861.5871983
"200072_s_at"	2574.005677	2513.531657	2434.580886	2141.870328	2238.061232	2277.52147
"200073_s_at"	2595.910048	2041.606704	2010.806602	2164.597789	2070.649433	2130.518152
"200074_s_at"	12352.71818	11809.49701	10902.12445	11034.33898	11034.33898	10522.78748
"200075_s_at"	2301.531867	2306.003731	2878.138495	3076.033174	2781.361857	2860.578811
"200076_s_at"	931.5039823	850.0275077	754.4056538	706.7298527	660.3412676	754.4056538
"200077_s_at"	13446.4605	13399.12045	14480.4433	14460.71031	14098.0185	13714.88785
"200078_s_at"	1444.593432	1172.049214	2789.642023	2813.070115	2750.079551	2455.438999
"200079_s_at"	4851.377849	4022.579723	4086.88339	4033.450637	4089.021998	4142.433919
"200080_s_at"	9188.571038	9031.744686	9916.866753	9697.072381	10804.95376	9152.717053
"200081_s_at"	23283.16125	21736.53972	21885.84855	20763.28885	21869.74669	21660.44865
"200082_s_at"	16605.24978	16227.6756	15549.33305	15191.15018	14449.2073	15341.46877
"200083_at"	1043.068228	1008.827888	895.5567416	932.9446336	958.7445586	938.0024679
"200084_at"	3386.501677	3183.775846	3173.520496	3219.458994	3219.458994	3193.162264
"200085_s_at"	9469.404187	8746.923473	10933.93903	11262.71263	11463.43488	10792.84671
"200086_s_at"	5968.789661	5745.316675	5791.65685	5958.169746	5791.65685	5581.329131
"200087_s_at"	4118.272544	4182.896024	3766.721949	3707.41681	3806.296384	3824.299965
"200088_x_at"	24903.96196	22423.22473	20896.11728	21393.99978	20765.55241	21935.0943
"200089_s_at"	14750.89665	13109.47143	11636.12706	11593.69411	11975.0668	11704.34643
"200090_at"	3618.828168	4077.393602	2875.534284	2839.13411	2688.196195	2939.933863
"200091_s_at"	17446.10591	15452.73122	14076.66103	14216.42115	14232.82545	13298.44542
"200092_s_at"	18518.00506	18502.535	16849.22764	16630.31979	17830.66977	16514.11606
"200093_s_at"	7311.025306	7298.13705	7669.060689	7706.291878	8285.683833	7685.761129
"200094_s_at"	11890.41799	11338.67476	8238.757658	8671.734981	8209.569233	8734.838983
"200095_x_at"	25808.35181	24793.06587	22262.40332	22236.33642	21471.47274	21653.11649
"200096_s_at"	6587.509854	5341.943009	10683.40721	9708.172371	9907.849942	10159.02009
"200097_s_at"	2763.283455	2053.344586	2486.632487	2478.672343	2478.672343	2477.206484
"200098_s_at"	1726.209466	1441.422981	1290.572122	1250.883444	1151.371581	1274.074228
"200099_s_at"	25905.59141	24830.87393	25592.56736	25905.59141	26667.03632	25912.17409
"200593_s_at"	663.5832625	646.9546278	612.1917438	646.9546278	646.9546278	647.094544
"200594_x_at"	2947.486824	2760.420643	2610.673548	2712.372086	2645.638924	2712.372086
"200595_s_at"	1348.7387	1390.975451	1137.164007	1191.472505	1158.443503	1159.909527
"200596_s_at"	1560.34854	1585.039016	1508.441062	1585.039016	1585.039016	1644.86701
"200597_at"	112.8347159	78.76638466	51.96328978	61.77839421	66.3661386	70.19493149
"200598_s_at"	6262.104194	11303.67889	4270.955621	4400.318713	4572.014652	4907.835945
